interaction_id,user_id,provider_id,user_lat,user_lon,shown_rank,was_hired,rating_given,timestamp
INT_000198,USR_0003,DRV_1609,24.849082,66.990597,8,False,,2025-12-13 03:29:37
INT_000199,USR_0003,DRV_1093,24.849082,66.990597,9,True,1.5,2025-12-13 03:29:37
INT_000200,USR_0003,DRV_1657,24.849082,66.990597,10,False,,2025-12-13 03:29:37
INT_000201,USR_0003,DRV_0197,24.849082,66.990597,1,True,4.1,2026-01-01 08:32:37
INT_000202,USR_0003,DRV_1705,24.849082,66.990597,2,False,,2026-01-01 08:32:37
INT_000203,USR_0003,DRV_0948,24.849082,66.990597,3,False,,2026-01-01 08:32:37
INT_000204,USR_0003,DRV_1808,24.849082,66.990597,4,False,,2026-01-01 08:32:37
INT_000205,USR_0003,DRV_1089,24.849082,66.990597,5,False,,2026-01-01 08:32:37
INT_000206,USR_0003,DRV_2245,24.849082,66.990597,6,False,,2026-01-01 08:32:37
INT_000207,USR_0003,DRV_0714,24.849082,66.990597,7,False,,2026-01-01 08:32:37
INT_000208,USR_0003,DRV_1609,24.849082,66.990597,8,False,,2026-01-01 08:32:37
INT_000209,USR_0003,DRV_1093,24.849082,66.990597,9,False,,2026-01-01 08:32:37
INT_000210,USR_0003,DRV_1657,24.849082,66.990597,10,False,,2026-01-01 08:32:37
INT_000211,USR_0003,DRV_0197,24.849082,66.990597,1,False,,2026-01-21 18:36:37
INT_000212,USR_0003,DRV_1705,24.849082,66.990597,2,True,3.7,2026-01-21 18:36:37
INT_000213,USR_0003,DRV_0948,24.849082,66.990597,3,False,,2026-01-21 18:36:37
INT_000214,USR_0003,DRV_1808,24.849082,66.990597,4,False,,2026-01-21 18:36:37
INT_000215,USR_0003,DRV_1089,24.849082,66.990597,5,False,,2026-01-21 18:36:37
INT_000216,USR_0003,DRV_2245,24.849082,66.990597,6,False,,2026-01-21 18:36:37
INT_000217,USR_0003,DRV_0714,24.849082,66.990597,7,False,,2026-01-21 18:36:37
INT_000218,USR_0003,DRV_1609,24.849082,66.990597,8,False,,2026-01-21 18:36:37
INT_000219,USR_0003,DRV_1093,24.849082,66.990597,9,False,,2026-01-21 18:36:37
INT_000220,USR_0003,DRV_1657,24.849082,66.990597,10,False,,2026-01-21 18:36:37
INT_000221,USR_0003,DRV_0197,24.849082,66.990597,1,False,,2026-02-21 20:49:37
INT_000222,USR_0003,DRV_1705,24.849082,66.990597,2,False,,2026-02-21 20:49:37
INT_000223,USR_0003,DRV_0948,24.849082,66.990597,3,True,4.1,2026-02-21 20:49:37
INT_000224,USR_0003,DRV_1808,24.849082,66.990597,4,False,,2026-02-21 20:49:37
INT_000225,USR_0003,DRV_1089,24.849082,66.990597,5,False,,2026-02-21 20:49:37
INT_000226,USR_0003,DRV_2245,24.849082,66.990597,6,False,,2026-02-21 20:49:37
INT_000227,USR_0003,DRV_0714,24.849082,66.990597,7,False,,2026-02-21 20:49:37
INT_000228,USR_0003,DRV_1609,24.849082,66.990597,8,False,,2026-02-21 20:49:37
INT_000229,USR_0003,DRV_1093,24.849082,66.990597,9,False,,2026-02-21 20:49:37
INT_000230,USR_0003,DRV_1657,24.849082,66.990597,10,False,,2026-02-21 20:49:37
INT_000231,USR_0003,DRV_0197,24.849082,66.990597,1,False,,2026-02-17 03:25:37
INT_000232,USR_0003,DRV_1705,24.849082,66.990597,2,True,2.8,2026-02-17 03:25:37
INT_000233,USR_0003,DRV_0948,24.849082,66.990597,3,False,,2026-02-17 03:25:37
INT_000234,USR_0003,DRV_1808,24.849082,66.990597,4,False,,2026-02-17 03:25:37
INT_000235,USR_0003,DRV_1089,24.849082,66.990597,5,False,,2026-02-17 03:25:37
INT_000236,USR_0003,DRV_2245,24.849082,66.990597,6,False,,2026-02-17 03:25:37
INT_000237,USR_0003,DRV_0714,24.849082,66.990597,7,False,,2026-02-17 03:25:37
INT_000238,USR_0003,DRV_1609,24.849082,66.990597,8,False,,2026-02-17 03:25:37
INT_000239,USR_0003,DRV_1093,24.849082,66.990597,9,False,,2026-02-17 03:25:37
INT_000240,USR_0003,DRV_1657,24.849082,66.990597,10,False,,2026-02-17 03:25:37
INT_000241,USR_0004,DRV_1404,31.525239,74.320434,1,True,4.4,2025-09-21 08:25:37
INT_000242,USR_0004,DRV_1697,31.525239,74.320434,2,False,,2025-09-21 08:25:37
INT_000243,USR_0004,DRV_1397,31.525239,74.320434,3,False,,2025-09-21 08:25:37
INT_000244,USR_0004,DRV_0952,31.525239,74.320434,4,False,,2025-09-21 08:25:37
INT_000245,USR_0004,DRV_0853,31.525239,74.320434,5,False,,2025-09-21 08:25:37
INT_000246,USR_0004,DRV_1505,31.525239,74.320434,6,False,,2025-09-21 08:25:37
INT_000247,USR_0004,DRV_0988,31.525239,74.320434,7,False,,2025-09-21 08:25:37
INT_000248,USR_0004,DRV_1990,31.525239,74.320434,8,False,,2025-09-21 08:25:37
INT_000249,USR_0004,DRV_2187,31.525239,74.320434,9,False,,2025-09-21 08:25:37
INT_000250,USR_0004,DRV_1316,31.525239,74.320434,10,False,,2025-09-21 08:25:37
INT_000251,USR_0004,DRV_1404,31.525239,74.320434,1,True,3.8,2026-03-05 03:54:37
INT_000252,USR_0004,DRV_1697,31.525239,74.320434,2,False,,2026-03-05 03:54:37
INT_000253,USR_0004,DRV_1397,31.525239,74.320434,3,False,,2026-03-05 03:54:37
INT_000254,USR_0004,DRV_0952,31.525239,74.320434,4,False,,2026-03-05 03:54:37
INT_000255,USR_0004,DRV_0853,31.525239,74.320434,5,False,,2026-03-05 03:54:37
INT_000256,USR_0004,DRV_1505,31.525239,74.320434,6,False,,2026-03-05 03:54:37
INT_000257,USR_0004,DRV_0988,31.525239,74.320434,7,False,,2026-03-05 03:54:37
INT_000258,USR_0004,DRV_1990,31.525239,74.320434,8,False,,2026-03-05 03:54:37
INT_000259,USR_0004,DRV_2187,31.525239,74.320434,9,False,,2026-03-05 03:54:37
INT_000260,USR_0004,DRV_1316,31.525239,74.320434,10,False,,2026-03-05 03:54:37
INT_000261,USR_0004,DRV_1404,31.525239,74.320434,1,False,,2026-01-15 02:04:37
INT_000262,USR_0004,DRV_1697,31.525239,74.320434,2,False,,2026-01-15 02:04:37
INT_000263,USR_0004,DRV_1397,31.525239,74.320434,3,False,,2026-01-15 02:04:37
INT_000264,USR_0004,DRV_0952,31.525239,74.320434,4,False,,2026-01-15 02:04:37
INT_000265,USR_0004,DRV_0853,31.525239,74.320434,5,False,,2026-01-15 02:04:37
INT_000266,USR_0004,DRV_1505,31.525239,74.320434,6,True,4.9,2026-01-15 02:04:37
INT_000267,USR_0004,DRV_0988,31.525239,74.320434,7,False,,2026-01-15 02:04:37
INT_000268,USR_0004,DRV_1990,31.525239,74.320434,8,False,,2026-01-15 02:04:37
INT_000269,USR_0004,DRV_2187,31.525239,74.320434,9,False,,2026-01-15 02:04:37
INT_000270,USR_0004,DRV_1316,31.525239,74.320434,10,False,,2026-01-15 02:04:37
INT_000271,USR_0004,DRV_1404,31.525239,74.320434,1,False,,2026-03-04 05:39:37
INT_000272,USR_0004,DRV_1697,31.525239,74.320434,2,True,5.0,2026-03-04 05:39:37
INT_000273,USR_0004,DRV_1397,31.525239,74.320434,3,False,,2026-03-04 05:39:37
INT_000274,USR_0004,DRV_0952,31.525239,74.320434,4,False,,2026-03-04 05:39:37
INT_000275,USR_0004,DRV_0853,31.525239,74.320434,5,False,,2026-03-04 05:39:37
INT_000276,USR_0004,DRV_1505,31.525239,74.320434,6,False,,2026-03-04 05:39:37
INT_000277,USR_0004,DRV_0988,31.525239,74.320434,7,False,,2026-03-04 05:39:37
INT_000278,USR_0004,DRV_1990,31.525239,74.320434,8,False,,2026-03-04 05:39:37
INT_000279,USR_0004,DRV_2187,31.525239,74.320434,9,False,,2026-03-04 05:39:37
INT_000280,USR_0004,DRV_1316,31.525239,74.320434,10,False,,2026-03-04 05:39:37
INT_000281,USR_0004,DRV_1404,31.525239,74.320434,1,False,,2026-02-10 01:39:37
INT_000282,USR_0004,DRV_1697,31.525239,74.320434,2,False,,2026-02-10 01:39:37
INT_000283,USR_0004,DRV_1397,31.525239,74.320434,3,False,,2026-02-10 01:39:37
INT_000284,USR_0004,DRV_0952,31.525239,74.320434,4,False,,2026-02-10 01:39:37
INT_000285,USR_0004,DRV_0853,31.525239,74.320434,5,False,,2026-02-10 01:39:37
INT_000286,USR_0004,DRV_1505,31.525239,74.320434,6,True,5.0,2026-02-10 01:39:37
INT_000287,USR_0004,DRV_0988,31.525239,74.320434,7,False,,2026-02-10 01:39:37
INT_000288,USR_0004,DRV_1990,31.525239,74.320434,8,False,,2026-02-10 01:39:37
INT_000289,USR_0004,DRV_2187,31.525239,74.320434,9,False,,2026-02-10 01:39:37
INT_000290,USR_0004,DRV_1316,31.525239,74.320434,10,False,,2026-02-10 01:39:37
INT_000291,USR_0004,DRV_1404,31.525239,74.320434,1,False,,2026-02-03 10:29:37
INT_000292,USR_0004,DRV_1697,31.525239,74.320434,2,False,,2026-02-03 10:29:37
INT_000293,USR_0004,DRV_1397,31.525239,74.320434,3,False,,2026-02-03 10:29:37
INT_000294,USR_0004,DRV_0952,31.525239,74.320434,4,False,,2026-02-03 10:29:37
